dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_67_rnc,S,Random,0,985,0,1,15,1
oml_dataset_67_rnc,SDVC,Random,0,1105,0,1,15,1
oml_dataset_67_rnc,SMVF,Random,0,1154,0,1,15,1
oml_dataset_67_rnc,SSN,Random,0,1561,0,1,15,1
oml_dataset_67_rnc,SCV,Random,0,1017,0,1,15,1
oml_dataset_67_rnc,SDVCMVF,Random,0,1295,0,1,15,1
oml_dataset_67_rnc,SDVCSN,Random,0,1685,0,1,15,1
oml_dataset_67_rnc,SMVFSN,Random,0,1733,0,1,15,1
oml_dataset_67_rnc,SMVFCV,Random,0,1189,0,1,15,1
oml_dataset_67_rnc,SSNCV,Random,0,1597,0,1,15,1
oml_dataset_67_rnc,ALL,Random,0,1828,0,1,15,1
