dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_90_rnc,S,Random,0,1009,0,1,0,20
oml_dataset_90_rnc,SDVC,Random,0,1137,0,1,0,20
oml_dataset_90_rnc,SMVF,Random,0,1214,0,1,0,20
oml_dataset_90_rnc,SSN,Random,0,1053,0,1,0,20
oml_dataset_90_rnc,SCV,Random,0,1161,0,1,0,20
oml_dataset_90_rnc,SDVCMVF,Random,0,1367,0,1,0,20
oml_dataset_90_rnc,SDVCSN,Random,0,1185,0,1,0,20
oml_dataset_90_rnc,SMVFSN,Random,0,1261,0,1,0,20
oml_dataset_90_rnc,SMVFCV,Random,0,1369,0,1,0,20
oml_dataset_90_rnc,SSNCV,Random,0,1209,0,1,0,20
oml_dataset_90_rnc,ALL,Random,0,1409,0,1,0,20
