dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_6_rnc,S,Random,0,968,1,0,10,0
oml_dataset_6_rnc,SDVC,Random,0,1046,1,0,10,0
oml_dataset_6_rnc,SMVF,Random,0,1083,1,0,10,0
oml_dataset_6_rnc,SSN,Random,0,1314,1,0,10,0
oml_dataset_6_rnc,SCV,Random,0,1075,1,0,10,0
oml_dataset_6_rnc,SDVCMVF,Random,0,1176,1,0,10,0
oml_dataset_6_rnc,SDVCSN,Random,0,1396,1,0,10,0
oml_dataset_6_rnc,SMVFSN,Random,0,1432,1,0,10,0
oml_dataset_6_rnc,SMVFCV,Random,0,1193,1,0,10,0
oml_dataset_6_rnc,SSNCV,Random,0,1425,1,0,10,0
oml_dataset_6_rnc,ALL,Random,0,1512,1,0,10,0
