dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_110_rnc,S,Random,0,925,0,7,0,0
oml_dataset_110_rnc,SDVC,Random,0,980,0,7,0,0
oml_dataset_110_rnc,SMVF,Random,0,1004,0,7,0,0
oml_dataset_110_rnc,SSN,Random,0,1116,0,7,0,0
oml_dataset_110_rnc,SCV,Random,0,997,0,7,0,0
oml_dataset_110_rnc,SDVCMVF,Random,0,1070,0,7,0,0
oml_dataset_110_rnc,SDVCSN,Random,0,1175,0,7,0,0
oml_dataset_110_rnc,SMVFSN,Random,0,1198,0,7,0,0
oml_dataset_110_rnc,SMVFCV,Random,0,1079,0,7,0,0
oml_dataset_110_rnc,SSNCV,Random,0,1192,0,7,0,0
oml_dataset_110_rnc,ALL,Random,0,1243,0,7,0,0
