dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_116_rnc,S,Random,0,985,0,16,0,1
oml_dataset_116_rnc,SDVC,Random,0,1090,0,16,0,1
oml_dataset_116_rnc,SMVF,Random,0,1154,0,16,0,1
oml_dataset_116_rnc,SSN,Random,0,1401,0,16,0,1
oml_dataset_116_rnc,SCV,Random,0,1137,0,16,0,1
oml_dataset_116_rnc,SDVCMVF,Random,0,1280,0,16,0,1
oml_dataset_116_rnc,SDVCSN,Random,0,1510,0,16,0,1
oml_dataset_116_rnc,SMVFSN,Random,0,1573,0,16,0,1
oml_dataset_116_rnc,SMVFCV,Random,0,1309,0,16,0,1
oml_dataset_116_rnc,SSNCV,Random,0,1557,0,16,0,1
oml_dataset_116_rnc,ALL,Random,0,1698,0,16,0,1
