dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_27_rnc,S,Random,0,1268,0,0,60,1
oml_dataset_27_rnc,SDVC,Random,0,1653,0,0,60,1
oml_dataset_27_rnc,SMVF,Random,0,1833,0,0,60,1
oml_dataset_27_rnc,SSN,Random,0,2904,0,0,60,1
oml_dataset_27_rnc,SCV,Random,0,1292,0,0,60,1
oml_dataset_27_rnc,SDVCMVF,Random,0,2283,0,0,60,1
oml_dataset_27_rnc,SDVCSN,Random,0,3293,0,0,60,1
oml_dataset_27_rnc,SMVFSN,Random,0,3472,0,0,60,1
oml_dataset_27_rnc,SMVFCV,Random,0,1860,0,0,60,1
oml_dataset_27_rnc,SSNCV,Random,0,2932,0,0,60,1
oml_dataset_27_rnc,ALL,Random,0,3829,0,0,60,1
